,title,price,furnishing,bathrooms,tenant preferred,carpet area,House,BHK,place,floor_number,total_floors
232,1 BHK Builder Floor for Rent in Vazhakkala Kochi,15000.0,Furnished,1.0,Bachelors/Family,,Builder Floor,1,Vazhakkala,1.0,6.0
233,2 BHK Builder Floor for Rent in Kalamassery Kochi,14500.0,Semi-Furnished,2.0,Bachelors/Family,,Builder Floor,2,Kalamassery,0.0,4.0
234,1 BHK Apartment for Rent in Edappally Kochi,18000.0,Unfurnished,1.0,Bachelors,600.0,Apartment,1,Edappally,1.0,3.0
235,2 BHK House for Rent in Thoppumpady Kochi,17000.0,Furnished,2.0,Family,1000.0,House,2,Thoppumpady,,
236,2 BHK Apartment for Rent in Karikkamuri Kochi,19000.0,Unfurnished,2.0,Bachelors/Family,850.0,Apartment,2,Karikkamuri,0.0,3.0
237,2 BHK Apartment for Rent in Edappally Kochi,18000.0,Furnished,2.0,Bachelors/Family,,Apartment,2,Edappally,1.0,3.0
238,"3 BHK Apartment for Rent in Confident Cygnus III, Kakkanad Kochi",13000.0,Semi-Furnished,2.0,Family,972.0,Apartment,3,Kakkanad,2.0,8.0
239,2 BHK Builder Floor for Rent in Vazhakkala Kochi,20000.0,Furnished,2.0,Bachelors/Family,,Builder Floor,2,Vazhakkala,4.0,4.0
240,"3 BHK Apartment for Rent in RDS Aura, Kadavanthra Kochi",50000.0,Furnished,4.0,Bachelors/Family,1750.0,Apartment,3,Kadavanthra,5.0,12.0
241,3 BHK Builder Floor for Rent in Kadungalloor Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,Builder Floor,3,Kadungalloor,0.0,2.0
242,2 BHK Apartment for Rent in Nanma one cochin Kochi,25000.0,Semi-Furnished,2.0,Bachelors/Family,900.0,Apartment,2,cochin,6.0,26.0
243,2 BHK House for Rent in Priyadarshini colony Kochi,18000.0,Semi-Furnished,2.0,Bachelors/Family,,House,2,colony,1.0,1.0
244,1 BHK House for Rent in Chottanikkara Kochi,30000.0,Furnished,1.0,Bachelors/Family,650.0,House,1,Chottanikkara,,
245,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",72000.0,Furnished,3.0,Bachelors,,Apartment,3,Marine Drive,14.0,26.0
246,2 BHK Builder Floor for Rent in Midhunam House Kochi,17500.0,,,Bachelors/Family,,Builder Floor,2,House,,
247,2 BHK Apartment for Rent in Kadavanthra Kochi,30000.0,Semi-Furnished,2.0,Bachelors/Family,1200.0,Apartment,2,Kadavanthra,2.0,14.0
248,2 BHK House for Rent in Pachalam Kochi,20000.0,Semi-Furnished,2.0,Bachelors/Family,,House,2,Pachalam,0.0,3.0
249,"3 BHK Apartment for Rent in DD Platinum Planet, Kathrikadavu Kochi",38000.0,Furnished,3.0,Bachelors/Family,1850.0,Apartment,3,Kathrikadavu,8.0,18.0
250,4 BHK Villa for Rent in Vennala Kochi,65000.0,Furnished,5.0,Family,2700.0,Villa,4,Vennala,,
251,1 BHK Apartment for Rent in Jose Junction Kochi,15000.0,Semi-Furnished,1.0,Bachelors/Family,750.0,Apartment,1,Junction,2.0,2.0
252,3 BHK House for Rent in Thevara Kochi,20000.0,Unfurnished,3.0,Bachelors/Family,,House,3,Thevara,0.0,2.0
253,3 BHK Apartment for Rent in Starpark apartment Kochi,25000.0,,,Bachelors/Family,,Apartment,3,apartment,,
254,"2 BHK Apartment for Rent in Mattancherry, Kochi Kochi",13000.0,Unfurnished,2.0,Bachelors/Family,,Apartment,2,Kochi,1.0,2.0
255,5 BHK Villa for Rent in judgemukk Kochi,45000.0,Furnished,5.0,Bachelors/Family,2800.0,Villa,5,judgemukk,,
256,3 BHK Apartment for Rent in Kadavanthra Kochi,18000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kadavanthra,5.0,19.0
257,3 BHK Apartment for Rent in Palarivattom Kochi,25000.0,Unfurnished,3.0,Bachelors,,Apartment,3,Palarivattom,6.0,10.0
258,3 BHK Apartment for Rent in Tripunitura Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Tripunitura,2.0,2.0
259,"2 BHK Apartment for Rent in ATRIA THEVARA, Thevara Kochi",25000.0,Furnished,2.0,Bachelors/Family,1350.0,Apartment,2,Thevara,12.0,14.0
260,2 BHK Apartment for Rent in Dream flower estella 2 Kochi,17000.0,Unfurnished,2.0,Bachelors/Family,950.0,Apartment,2,2,1.0,6.0
261,3 BHK House for Rent in Panangad Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,House,3,Panangad,2.0,2.0
262,"1 BHK Apartment for Rent in Aquacity, Aluva Kochi",14500.0,Furnished,1.0,Bachelors,500.0,Apartment,1,Aluva,19.0,22.0
263,2 BHK House for Rent in Thevara Kochi,16000.0,Unfurnished,2.0,Bachelors/Family,,House,2,Thevara,1.0,2.0
264,3 BHK Villa for Rent in Nedumbassery Kochi,25000.0,Furnished,4.0,Bachelors/Family,,Villa,3,Nedumbassery,,
265,1 BHK House for Rent in Eroor Kochi,12000.0,Furnished,1.0,Bachelors/Family,,House,1,Eroor,1.0,2.0
266,1 BHK House for Rent in Gandhinagar Kochi,8000.0,Furnished,1.0,Bachelors/Family,,House,1,Gandhinagar,1.0,2.0
267,1 BHK House for Rent in Kacheripadi Kochi,8000.0,Unfurnished,1.0,Bachelors/Family,,House,1,Kacheripadi,,
268,"3 BHK Apartment for Rent in Hoysala D'zire Apartments, Kochi",20000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,,1.0,11.0
269,4 BHK House for Rent in Kerala Kochi,38000.0,Furnished,4.0,Family,,House,4,Kerala,1.0,2.0
270,3 BHK House for Rent in Palluruthy Kochi,16000.0,Semi-Furnished,2.0,Bachelors,1000.0,House,3,Palluruthy,,
271,1 BHK Apartment for Rent in Mundamveli Kochi,7500.0,Semi-Furnished,1.0,Bachelors,,Apartment,1,Mundamveli,1.0,2.0
272,"2 BHK Apartment for Rent in DD Diamond Valley, Edachira Kochi",29500.0,Furnished,2.0,Bachelors/Family,968.0,Apartment,2,Edachira,15.0,17.0
273,1 BHK House for Rent in Kalamassery Kochi,10000.0,Furnished,1.0,Bachelors/Family,,House,1,Kalamassery,,
274,"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi",43000.0,Unfurnished,3.0,Bachelors,,Apartment,3,Marine Drive,4.0,13.0
275,3 BHK Apartment for Rent in Panampily Nagar Kochi,40000.0,Furnished,3.0,Bachelors/Family,1600.0,Apartment,3,Panampily Nagar,4.0,11.0
276,2 BHK House for Rent in Eroor Kochi,400000.0,Unfurnished,1.0,Bachelors,,House,2,Eroor,,
277,3 BHK House for Rent in Eroor Kochi,30000.0,Unfurnished,3.0,Bachelors/Family,3500.0,House,3,Eroor,1.0,1.0
278,1 BHK House for Rent in Eloor Kochi,12000.0,Semi-Furnished,1.0,Bachelors,2.0,House,1,Eloor,0.0,1.0
279,"3 BHK Apartment for Rent in Riviera Retreat, Thevara Kochi",35000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Thevara,10.0,15.0
280,"2 BHK Apartment for Rent in KB Apartments, Kadavanthra Kochi",15000.0,Semi-Furnished,2.0,Family,700.0,Apartment,2,Kadavanthra,5.0,5.0
281,2 BHK Apartment for Rent in Menaka-MARINE DRIVE Kochi,20000.0,Semi-Furnished,2.0,Bachelors/Family,,Apartment,2,DRIVE,3.0,11.0
282,3 BHK House for Rent in Poonithura Kochi,19000.0,Unfurnished,3.0,Bachelors,1300.0,House,3,Poonithura,0.0,2.0
283,2 BHK Apartment for Rent in Shanti Nagar Kochi,13000.0,Unfurnished,2.0,Bachelors/Family,650.0,Apartment,2,Panampily Nagar,2.0,2.0
284,2 BHK House for Rent in Elamakkara Kochi,15000.0,Semi-Furnished,2.0,Family,,House,2,Elamakkara,,
285,3 BHK House for Rent in Near Federal Park Vennala Thurithiyil Unnikrisnan Road Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,House,3,Road,,
286,2 BHK Villa for Rent in Kalamasery Kochi,9500.0,Unfurnished,2.0,Family,,Villa,2,Kalamasery,,
287,2 BHK Builder Floor for Rent in Palluruthy Kochi,9000.0,Semi-Furnished,2.0,Bachelors/Family,,Builder Floor,2,Palluruthy,0.0,3.0
288,4 BHK Villa for Rent in Kundanoor Kochi,50000.0,Furnished,4.0,Bachelors/Family,,Villa,4,Kundanoor,,
289,"3 BHK Apartment for Rent in in Kakkanad, Kochi Kochi",13000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kochi,1.0,8.0
290,"3 BHK Apartment for Rent in Heera Life Style, Thrippunithura Kochi",25000.0,Semi-Furnished,4.0,Bachelors/Family,,Apartment,3,Thrippunithura,19.0,21.0
291,"1 BHK House for Rent in Palarivattom, near Medical Center Hospital Kochi",10000.0,Furnished,1.0,Bachelors/Family,,House,1,Hospital,,
292,3 BHK House for Rent in near KSRTC bus stand Kochi,23000.0,Semi-Furnished,3.0,Bachelors/Family,1500.0,House,3,stand,,
293,1 BHK House for Rent in Nedumbassery Kochi,8000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Nedumbassery,1.0,3.0
294,2 BHK House for Rent in Kolenchery Kochi,6000.0,Unfurnished,1.0,Bachelors/Family,,House,2,Kolenchery,1.0,1.0
295,3 BHK Builder Floor for Rent in Thevara Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,Builder Floor,3,Thevara,0.0,3.0
296,1 BHK House for Rent in Ayyappankavu Kochi,15000.0,Furnished,1.0,Bachelors/Family,,House,1,Ayyappankavu,1.0,2.0
297,2 BHK Builder Floor for Rent in Elamakkara Kochi,14000.0,Unfurnished,2.0,Bachelors,1000.0,Builder Floor,2,Elamakkara,1.0,2.0
298,2 BHK House for Rent in Pachalam Kochi,,Semi-Furnished,2.0,Family,,House,2,Pachalam,1.0,3.0
299,3 BHK Apartment for Rent in Panampily Nagar Kochi,,Furnished,4.0,Bachelors/Family,2000.0,Apartment,3,Panampily Nagar,11.0,17.0
300,"2 BHK Apartment for Rent in Olive Heights, Kadavanthra Kochi",31000.0,Unfurnished,2.0,Bachelors/Family,1254.0,Apartment,2,Kadavanthra,8.0,18.0
301,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",75000.0,Furnished,4.0,Family,1574.0,Apartment,3,Marine Drive,15.0,25.0
302,1 BHK House for Rent in Infopark Campus Kochi,10000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Campus,1.0,3.0
303,"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",32000.0,Furnished,2.0,Bachelors/Family,,Apartment,2,Edappally,7.0,9.0
304,"3 BHK Apartment for Rent in ABAD Daffodil Gardens, Thrippunithura Kochi",35000.0,Semi-Furnished,3.0,Bachelors/Family,1540.0,Apartment,3,Thrippunithura,4.0,10.0
305,"3 BHK Apartment for Rent in Tiknar Petals, Kadavanthra Kochi",30000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kadavanthra,3.0,15.0
306,1 BHK House for Rent in Fort Cochin Kochi,9000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Cochin,,
307,"3 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",20000.0,Furnished,3.0,Bachelors/Family,1800.0,Builder Floor,3,Aluva,3.0,22.0
308,1 BHK Apartment for Rent in Infopark Kochi,15000.0,Semi-Furnished,1.0,Bachelors/Family,700.0,Apartment,1,Infopark,1.0,4.0
309,1 BHK Apartment for Rent in Angamali Kochi,10000.0,Furnished,1.0,Bachelors,100.0,Apartment,1,Angamali,1.0,3.0
310,2 BHK Builder Floor for Rent in Midhunam House Kochi,17500.0,Semi-Furnished,2.0,Bachelors/Family,,Builder Floor,2,House,2.0,3.0
311,"4 BHK Apartment for Rent in Ansal City, Thrippunithura Kochi",48000.0,Furnished,4.0,Bachelors/Family,,Apartment,4,Thrippunithura,7.0,11.0
312,"2 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",16500.0,Furnished,2.0,Bachelors/Family,700.0,Builder Floor,2,Aluva,3.0,5.0
313,"3 BHK Apartment for Rent in SFS Grandville , Thrikkakara Kochi",40000.0,Semi-Furnished,4.0,Bachelors/Family,1730.0,Apartment,3,Thrikkakara,6.0,13.0
314,"1 BHK Apartment for Rent in Alpine Suites, Aluva Kochi",10000.0,Furnished,1.0,Bachelors,,Apartment,1,Aluva,,
315,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",90000.0,Furnished,4.0,Bachelors/Family,1900.0,Apartment,3,Marine Drive,13.0,25.0
316,"3 BHK Apartment for Rent in Skyline Zircon , Panampily Nagar Kochi",38000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Panampily Nagar,4.0,12.0
