Date 	Open 	High 	Low 	Close 	Shares Traded 	Turnover (? Cr)	India VIX	STT rate	Avg Share price	Trading Volume 
18-Jan-18	10873.4	10887.5	10782.4	10817	321609375	17930.3	13.96	0.05	10834.95	1.65485766
19-Jan-18	10829.2	10906.85	10793.9	10894.7	214011963	11792.26	13.9825	0.05	10850.375	1.086806677
22-Jan-18	10883.2	10975.1	10881.4	10966.2	238815813	14469.06	15.3925	0.05	10928.25	1.324005216
23-Jan-18	10997.4	11092.9	10994.55	11083.7	293445774	16423.91	16.225	0.05	11043.725	1.487171222
24-Jan-18	11069.35	11110.1	11046.15	11086	292197072	16915.14	18.04	0.05	11078.125	1.526895571
25-Jan-18	11095.6	11095.6	11009.2	11069.65	340469462	19939.54	17.5075	0.05	11052.4	1.804091419
29-Jan-18	11079.35	11171.55	11075.95	11130.4	249220726	16118.36	17.8875	0.05	11123.75	1.449004158
30-Jan-18	11120.85	11121.1	11033.9	11049.65	234969503	13232.19	16.415	0.05	11077.5	1.194510494
31-Jan-18	11018.8	11058.5	10979.3	11027.7	253462573	14459.69	15.93	0.05	11018.9	1.312262567
01-Feb-18	11044.55	11117.35	10878.8	11016.9	315743486	17719.4	14.1075	0.05	10998.075	1.611136494
02-Feb-18	10938.2	10954.95	10736.1	10760.6	291431992	16542.51	15.25	0.05	10845.525	1.525284391
05-Feb-18	10604.3	10702.75	10586.8	10666.55	247479157	13980.63	16.0525	0.05	10644.775	1.313379569
06-Feb-18	10295.15	10594.15	10276.3	10498.25	274656443	15606.34	20.015	0.05	10435.225	1.495544178
07-Feb-18	10607.2	10614	10446.4	10476.7	258095424	13971.66	19.465	0.05	10530.2	1.326818104
08-Feb-18	10518.5	10637.8	10479.55	10576.85	239407938	12569.23	17.7725	0.05	10558.675	1.190417358
09-Feb-18	10416.5	10480.2	10398.2	10454.95	197502912	10602.15	19.23	0.05	10439.2	1.015609434
12-Feb-18	10518.2	10555.5	10485.4	10539.75	224114801	11133.78	17.8825	0.05	10520.45	1.058298837
14-Feb-18	10585.75	10590.55	10456.65	10500.9	236329440	12188.94	17.185	0.05	10523.6	1.158248128
15-Feb-18	10537.9	10618.1	10511.05	10545.5	217090245	11035.38	16.315	0.05	10564.575	1.0445645
16-Feb-18	10596.2	10612.9	10434.05	10452.3	190043189	10026.71	16.3775	0.05	10523.475	0.952794585
19-Feb-18	10488.9	10489.35	10302.75	10378.4	193087737	9871.36	16.6675	0.05	10396.05	0.94952987
20-Feb-18	10391	10429.35	10347.65	10360.4	193464871	9619.95	16.8675	0.05	10388.5	0.926019156
21-Feb-18	10426	10426.1	10349.6	10397.45	241331542	12996.36	15.92	0.05	10387.85	1.251111635
22-Feb-18	10354.35	10397.55	10340.65	10382.7	323259078	17711.46	14.8325	0.05	10369.1	1.708100028
23-Feb-18	10408.1	10499.1	10396.65	10491.05	217134363	12704.32	14.2025	0.05	10447.875	1.215971669
26-Feb-18	10526.55	10592.95	10520.2	10582.6	177238616	10274.89	13.695	0.05	10556.575	0.97331663
27-Feb-18	10615.2	10631.65	10537.25	10554.3	193250158	10276.42	13.9225	0.05	10584.45	0.970897874
28-Feb-18	10488.95	10535.5	10461.55	10492.85	294794221	16299.11	13.805	0.05	10498.525	1.552514282
01-Mar-18	10479.95	10525.5	10447.15	10458.35	181378504	10179.48	14.0725	0.05	10486.325	0.970738557
05-Mar-18	10428.3	10428.7	10323.9	10358.85	199975720	10673.92	15.395	0.05	10376.3	1.028682671
06-Mar-18	10420.5	10441.35	10215.9	10249.25	229782297	12143.95	16.245	0.05	10328.625	1.175756696
07-Mar-18	10232.95	10243.35	10141.55	10154.2	257200599	12128.88	15.7	0.05	10192.45	1.189986706
08-Mar-18	10216.25	10270.35	10146.4	10242.65	233377712	11479.51	14.585	0.05	10208.375	1.124518839
09-Mar-18	10271.3	10296.7	10211.9	10226.85	192333334	9874.81	14.525	0.05	10254.3	0.962992111
12-Mar-18	10301.6	10433.65	10295.45	10421.4	223135459	10968.95	14.4925	0.05	10364.55	1.058314157
13-Mar-18	10389.5	10478.6	10377.85	10426.85	274852794	23965.25	14.4625	0.05	10428.225	2.298114013
14-Mar-18	10393.05	10420.35	10336.3	10410.9	186991169	9564.68	14.3625	0.05	10378.325	0.921601511
15-Mar-18	10405.45	10420	10346.2	10360.15	179308593	8588.01	14.33	0.05	10383.1	0.827114253
16-Mar-18	10345.15	10346.3	10180.25	10195.15	338702439	18811.97	15.22	0.05	10263.275	1.832940265
19-Mar-18	10215.35	10224.55	10075.3	10094.25	216670033	11111.43	15.82	0.05	10149.925	1.094730257
20-Mar-18	10051.55	10155.65	10049.1	10124.35	209327593	10947.12	15.6075	0.05	10102.375	1.083618456
21-Mar-18	10181.95	10227.3	10132.95	10155.25	211060429	11269.73	15.1075	0.05	10180.125	1.107032576
22-Mar-18	10167.5	10207.85	10105.4	10114.75	237632983	11558.88	15.2475	0.05	10156.625	1.138063087
23-Mar-18	9968.8	10027.7	9951.9	9998.05	294515154	14435.17	15.545	0.05	9989.8	1.444990891
26-Mar-18	9989.15	10143.5	9958.55	10130.65	270665332	12695.47	15.195	0.05	10051.025	1.263102022
27-Mar-18	10188	10207.9	10139.65	10184.15	232713976	11175.79	15.55	0.05	10173.775	1.09848999
28-Mar-18	10143.6	10158.35	10096.9	10113.7	354977198	18807.48	15.7575	0.05	10127.625	1.857047432
02-Apr-18	10151.65	10220.1	10127.75	10211.8			15.3475	0.05	10173.925	0
03-Apr-18	10186.85	10255.35	10171.05	10245	211652029	10167.12	15.185	0.05	10213.2	0.995488192
04-Apr-18	10274.6	10279.85	10111.3	10128.4	238182921	11861.79	16.34	0.05	10195.575	1.16342531
05-Apr-18	10228.45	10331.8	10227.45	10325.15	244116235	11674.92	14.7975	0.05	10279.625	1.135734037
06-Apr-18	10322.75	10350.45	10290.85	10331.6	206355691	10131.74	14.7475	0.05	10320.65	0.98169592
