,price,furnishing,bathrooms,tenant preferred,carpet area,House,BHK,place,floor_number,total_floors
173,7500.0,1,1.0,1,550.0,0,1.0,27,1.0,2.0
174,16000.0,1,3.0,1,1080.0,3,3.0,49,2.0,7.0
175,25000.0,1,3.0,1,1200.0,0,3.0,61,9.0,11.0
176,20000.0,1,3.0,0,1000.0,3,3.0,47,1.0,2.0
177,25000.0,0,2.0,1,1200.0,0,3.0,22,0.0,3.0
178,23000.0,2,3.0,0,1200.0,3,3.0,61,0.0,2.0
179,40000.0,1,3.0,1,1200.0,3,3.0,71,1.0,1.0
180,25000.0,1,5.0,1,2800.0,5,4.0,1,2.0,7.0
181,40000.0,2,2.0,1,1525.0,0,3.0,25,6.0,17.0
182,40000.0,0,3.0,2,1200.0,0,3.0,27,16.0,17.0
183,21500.0,1,2.0,1,1200.0,0,2.0,71,5.0,14.0
184,25000.0,2,3.0,0,1200.0,0,3.0,47,6.0,10.0
185,14500.0,1,1.0,1,1200.0,0,1.0,25,1.0,3.0
186,3000.0,1,2.0,1,1000.0,3,2.0,25,2.0,7.0
187,15000.0,1,2.0,1,1200.0,1,2.0,26,2.0,3.0
189,15000.0,2,2.0,1,1200.0,3,2.0,59,1.0,2.0
190,17000.0,1,2.0,1,1200.0,1,3.0,27,1.0,4.0
191,9000.0,2,2.0,1,1200.0,3,2.0,6,0.0,1.0
192,17000.0,0,2.0,2,1000.0,3,2.0,60,2.0,7.0
193,7250.0,2,1.0,0,802.0,3,2.0,29,0.0,2.0
194,39600.0,2,3.0,0,1200.0,0,3.0,25,8.0,15.0
195,17500.0,2,2.0,2,1200.0,3,2.0,27,2.0,7.0
196,37000.0,0,4.0,0,2050.0,0,3.0,25,14.0,23.0
197,28000.0,0,2.0,0,900.0,0,2.0,14,3.0,10.0
198,14000.0,1,3.0,2,1000.0,0,3.0,33,0.0,3.0
199,25000.0,1,2.0,0,700.0,3,2.0,14,1.0,2.0
200,28000.0,0,3.0,1,1200.0,3,3.0,71,1.0,2.0
201,5000.0,0,2.0,1,1200.0,3,1.0,25,2.0,7.0
202,32000.0,1,4.0,1,1200.0,0,3.0,25,6.0,20.0
203,28000.0,0,2.0,1,1200.0,3,2.0,14,2.0,7.0
204,14850.0,1,2.0,1,1000.0,5,2.0,60,2.0,7.0
205,28000.0,2,3.0,0,1700.0,3,3.0,6,1.0,1.0
206,7500.0,1,1.0,0,1200.0,0,1.0,41,1.0,2.0
207,30000.0,1,4.0,1,1200.0,5,3.0,25,2.0,7.0
208,27000.0,2,2.0,1,1200.0,0,2.0,33,7.0,12.0
209,35000.0,0,3.0,1,1500.0,0,3.0,25,10.0,14.0
210,32000.0,1,3.0,1,1200.0,0,3.0,14,9.0,19.0
211,12000.0,2,1.0,1,1200.0,0,1.0,14,2.0,2.0
212,40000.0,1,5.0,2,1200.0,5,4.0,25,2.0,7.0
214,35000.0,0,3.0,1,1200.0,0,3.0,61,14.0,20.0
215,25000.0,0,2.0,2,1100.0,0,2.0,25,2.0,7.0
216,25000.0,1,2.0,0,900.0,0,3.0,62,5.0,13.0
217,18000.0,2,2.0,0,800.0,0,2.0,22,5.0,6.0
218,25000.0,0,2.0,1,725.0,3,2.0,39,0.0,1.0
219,35000.0,0,2.0,1,1102.0,0,3.0,14,2.0,10.0
220,28000.0,0,3.0,0,1800.0,5,3.0,25,2.0,7.0
221,4000.0,2,2.0,1,1300.0,3,2.0,47,2.0,1.0
222,9000.0,2,1.0,1,1200.0,3,1.0,44,1.0,2.0
223,5000.0,1,2.0,1,1200.0,3,2.0,39,2.0,7.0
224,22000.0,1,4.0,1,1200.0,3,4.0,30,0.0,1.0
225,14000.0,1,2.0,2,1200.0,1,2.0,25,1.0,3.0
226,70000.0,2,6.0,1,1200.0,0,4.0,40,15.0,16.0
227,13000.0,2,2.0,1,1200.0,1,2.0,25,1.0,3.0
228,25000.0,1,3.0,1,1200.0,0,3.0,25,12.0,12.0
229,25000.0,0,4.0,1,1200.0,5,3.0,25,2.0,7.0
230,15000.0,1,2.0,1,1200.0,1,3.0,15,2.0,3.0
231,17500.0,0,1.0,1,600.0,0,1.0,71,2.0,2.0
232,18000.0,0,2.0,1,1200.0,0,2.0,14,1.0,3.0
233,22000.0,1,3.0,1,1200.0,3,3.0,14,1.0,2.0
234,16000.0,0,2.0,1,1200.0,0,2.0,62,4.0,8.0
235,25000.0,1,4.0,1,1200.0,5,4.0,61,2.0,7.0
236,15000.0,1,2.0,1,1450.0,3,3.0,62,2.0,7.0
237,9000.0,0,1.0,1,1200.0,0,1.0,42,3.0,4.0
238,20000.0,2,2.0,1,1200.0,1,3.0,71,2.0,4.0
239,15000.0,2,1.0,1,1200.0,0,1.0,25,10.0,15.0
240,16000.0,0,2.0,1,1200.0,0,2.0,14,2.0,3.0
241,25000.0,0,3.0,1,1200.0,0,3.0,25,18.0,19.0
242,8500.0,1,2.0,2,1200.0,0,2.0,73,14.0,16.0
243,14000.0,1,2.0,1,1200.0,5,3.0,1,2.0,7.0
244,17000.0,1,2.0,1,1200.0,3,2.0,14,2.0,7.0
245,30000.0,0,2.0,1,1200.0,3,2.0,25,2.0,7.0
246,4000.0,1,1.0,1,1200.0,3,2.0,26,1.0,2.0
247,5000.0,2,2.0,1,1000.0,3,2.0,61,1.0,1.0
248,15000.0,1,2.0,1,1200.0,3,2.0,27,1.0,2.0
249,20000.0,1,2.0,2,725.0,0,2.0,25,2.0,2.0
259,35000.0,0,3.0,1,1200.0,3,3.0,18,2.0,7.0
260,85000.0,1,5.0,2,3200.0,0,4.0,40,4.0,25.0
261,25000.0,1,2.0,1,1200.0,0,4.0,25,2.0,7.0
262,50000.0,0,4.0,1,1200.0,0,3.0,62,13.0,40.0
263,30000.0,1,2.0,1,1200.0,4,2.0,71,1.0,4.0
264,30000.0,1,3.0,1,2500.0,0,3.0,15,2.0,2.0
265,40000.0,1,3.0,2,2100.0,0,3.0,25,7.0,15.0
266,27000.0,2,3.0,0,1600.0,5,3.0,58,2.0,7.0
267,40000.0,0,2.0,1,900.0,0,2.0,14,2.0,7.0
268,32000.0,0,3.0,2,1500.0,0,3.0,25,3.0,10.0
269,40000.0,0,4.0,1,1200.0,3,4.0,25,2.0,7.0
270,10000.0,0,1.0,0,100.0,0,1.0,3,1.0,3.0
271,20300.0,1,2.0,2,1200.0,0,2.0,25,2.0,12.0
272,10600.0,1,1.0,1,1200.0,0,1.0,25,1.0,3.0
273,15000.0,1,1.0,1,700.0,0,1.0,25,1.0,4.0
274,2750.0,1,2.0,1,1010.0,5,2.0,25,2.0,7.0
275,35000.0,0,3.0,2,1200.0,5,3.0,18,2.0,7.0
276,70000.0,0,4.0,2,2207.0,0,3.0,40,8.0,25.0
277,75000.0,0,4.0,1,1200.0,0,4.0,40,23.0,26.0
278,50000.0,1,4.0,0,2223.0,0,3.0,33,4.0,4.0
279,25000.0,2,3.0,0,1200.0,0,3.0,27,8.0,14.0
280,25000.0,1,2.0,1,1210.0,0,3.0,46,-1.0,14.0
281,40000.0,0,3.0,1,1200.0,0,3.0,43,2.0,14.0
282,22300.0,1,3.0,2,1450.0,0,3.0,25,6.0,15.0
283,15000.0,1,1.0,1,750.0,0,1.0,25,1.0,4.0
284,9000.0,2,1.0,1,1200.0,1,1.0,14,1.0,2.0
285,45000.0,1,5.0,2,1200.0,3,4.0,38,2.0,7.0
286,60000.0,0,4.0,1,2500.0,0,3.0,68,1.0,10.0
287,55000.0,1,3.0,2,1200.0,0,3.0,8,3.0,20.0
288,9500.0,2,1.0,0,380.0,0,1.0,46,1.0,3.0
289,26500.0,0,3.0,2,1200.0,0,3.0,47,5.0,8.0
290,14000.0,1,1.0,1,550.0,0,1.0,25,2.0,8.0
291,68000.0,0,3.0,2,1700.0,0,3.0,40,8.0,25.0
292,40000.0,0,4.0,1,1200.0,3,3.0,71,2.0,7.0
293,38000.0,1,3.0,0,1800.0,0,3.0,14,7.0,18.0
294,18000.0,0,3.0,0,1080.0,5,3.0,25,2.0,7.0
295,100000.0,0,5.0,2,2600.0,0,4.0,40,7.0,28.0
296,35000.0,0,3.0,1,1400.0,0,3.0,14,11.0,13.0
297,49000.0,1,4.0,2,2016.0,0,4.0,10,5.0,20.0
298,27000.0,1,3.0,0,1250.0,5,3.0,33,2.0,7.0
299,40000.0,1,3.0,1,1200.0,0,3.0,25,9.0,18.0
300,85000.0,0,3.0,1,1200.0,0,3.0,40,2.0,2.0
301,20000.0,0,2.0,0,900.0,0,2.0,22,4.0,8.0
302,100000.0,0,4.0,2,1900.0,0,3.0,40,3.0,3.0
303,45000.0,0,2.0,0,950.0,0,3.0,27,7.0,22.0
304,50000.0,0,3.0,1,1900.0,0,3.0,62,29.0,40.0
305,40000.0,0,3.0,0,1450.0,0,3.0,27,1.0,20.0
306,30000.0,0,4.0,2,1800.0,0,3.0,10,21.0,24.0
307,70000.0,0,4.0,0,4000.0,0,4.0,39,7.0,14.0
308,50000.0,0,3.0,2,2000.0,0,3.0,22,7.0,18.0
309,30000.0,0,4.0,0,1800.0,3,4.0,15,2.0,7.0
310,90000.0,1,5.0,2,1200.0,0,4.0,40,4.0,25.0
311,26000.0,0,2.0,0,850.0,0,2.0,45,2.0,3.0
312,23000.0,1,3.0,0,1800.0,0,3.0,25,11.0,21.0
313,35000.0,0,3.0,0,1200.0,0,3.0,25,10.0,20.0
314,16000.0,1,2.0,0,1200.0,0,2.0,43,7.0,14.0
315,27000.0,0,2.0,1,1200.0,2,2.0,1,2.0,15.0
316,60000.0,0,4.0,1,2500.0,2,3.0,68,1.0,10.0
317,21000.0,1,3.0,0,1300.0,2,3.0,47,3.0,9.0
318,35000.0,0,3.0,1,1200.0,2,3.0,68,1.0,11.0
319,30000.0,1,3.0,0,1400.0,3,3.0,61,0.0,1.0
320,20000.0,0,3.0,1,1800.0,2,3.0,1,3.0,22.0
321,12000.0,1,2.0,1,1200.0,3,2.0,1,0.0,1.0
322,14500.0,1,1.0,1,1200.0,3,2.0,68,2.0,7.0
323,14500.0,0,1.0,0,500.0,2,1.0,1,19.0,22.0
325,38000.0,0,4.0,1,2500.0,3,4.0,47,2.0,7.0
326,16500.0,0,2.0,1,700.0,2,2.0,1,3.0,5.0
327,30000.0,1,1.0,1,1200.0,3,4.0,47,2.0,7.0
328,40000.0,1,4.0,1,1730.0,2,3.0,61,6.0,13.0
329,10000.0,0,1.0,0,1200.0,2,1.0,1,2.0,7.0
330,15000.0,1,4.0,1,1600.0,2,3.0,25,7.0,14.0
331,45000.0,1,4.0,1,2500.0,3,4.0,47,2.0,7.0
332,15000.0,0,1.0,1,1200.0,2,1.0,25,1.0,6.0
333,20000.0,0,2.0,1,1200.0,2,2.0,25,4.0,4.0
334,25000.0,2,3.0,0,1200.0,2,3.0,25,6.0,10.0
335,3000.0,0,3.0,1,1200.0,3,3.0,47,1.0,1.0
336,25000.0,1,2.0,1,1200.0,2,2.0,25,12.0,18.0
337,11000.0,2,1.0,1,1200.0,3,2.0,47,0.0,1.0
338,35000.0,2,2.0,0,1254.0,2,2.0,22,8.0,18.0
339,31000.0,2,2.0,1,1254.0,2,2.0,22,8.0,18.0
340,48000.0,0,4.0,1,1200.0,2,4.0,62,7.0,11.0
341,35000.0,1,3.0,1,1540.0,2,3.0,62,4.0,10.0
342,30000.0,1,3.0,1,1200.0,4,3.0,27,3.0,7.0
343,20000.0,1,3.0,2,1200.0,2,3.0,25,2.0,13.0
344,14000.0,2,2.0,2,750.0,2,2.0,25,0.0,2.0
345,30000.0,1,2.0,1,1200.0,2,2.0,25,3.0,12.0
346,20000.0,0,2.0,0,1000.0,2,3.0,22,4.0,4.0
347,15000.0,2,2.0,1,1200.0,3,3.0,65,2.0,7.0
348,50000.0,0,4.0,1,1750.0,2,3.0,22,5.0,12.0
349,5000.0,1,1.0,1,1200.0,3,1.0,22,2.0,7.0
350,45000.0,0,5.0,1,1200.0,5,4.0,62,2.0,7.0
351,25000.0,0,2.0,1,1200.0,3,2.0,27,0.0,2.0
352,20000.0,2,2.0,1,1200.0,3,2.0,22,2.0,7.0
353,15000.0,1,2.0,2,700.0,0,2.0,22,5.0,5.0
354,40000.0,1,6.0,1,1200.0,5,4.0,62,2.0,7.0
355,3500.0,0,1.0,1,1200.0,2,1.0,25,1.0,3.0
356,17000.0,1,2.0,1,1200.0,2,3.0,25,1.0,4.0
357,45000.0,2,4.0,1,2100.0,3,3.0,27,0.0,2.0
358,30000.0,1,2.0,1,1200.0,2,2.0,25,2.0,14.0
359,18000.0,1,3.0,1,1200.0,2,3.0,25,5.0,19.0
360,35000.0,1,4.0,1,1200.0,5,4.0,62,2.0,7.0
361,25000.0,1,4.0,1,1200.0,2,3.0,62,19.0,21.0
362,30000.0,1,3.0,1,1200.0,2,3.0,22,3.0,15.0
363,38000.0,0,3.0,0,1202.0,2,3.0,14,1.0,6.0
364,32000.0,0,2.0,1,1200.0,2,2.0,14,7.0,9.0
365,45000.0,0,4.0,0,1550.0,3,3.0,25,2.0,2.0
366,64000.0,0,3.0,0,1200.0,2,3.0,71,9.0,12.0
367,30000.0,0,3.0,1,1200.0,5,3.0,25,2.0,7.0
368,20000.0,0,3.0,1,1200.0,3,3.0,14,2.0,7.0
369,32000.0,0,2.0,0,1200.0,2,2.0,25,5.0,13.0
370,48000.0,0,3.0,1,1200.0,2,3.0,25,5.0,23.0
371,40000.0,0,3.0,1,1200.0,5,3.0,25,2.0,7.0
372,14000.0,1,2.0,1,650.0,3,2.0,71,2.0,7.0
373,25000.0,1,3.0,1,1200.0,2,3.0,71,4.0,10.0
374,36000.0,1,2.0,1,1200.0,2,2.0,14,1.0,9.0
375,32000.0,0,1.0,0,650.0,2,1.0,25,1.0,26.0
376,25000.0,0,2.0,1,1000.0,3,2.0,25,2.0,7.0
377,22000.0,1,3.0,1,1900.0,5,3.0,25,2.0,7.0
378,22000.0,0,3.0,2,1480.0,2,3.0,71,1.0,18.0
379,15000.0,1,1.0,1,750.0,2,1.0,25,1.0,4.0
380,38000.0,0,3.0,1,1200.0,2,3.0,25,16.0,20.0
381,80000.0,1,4.0,1,1200.0,3,4.0,14,2.0,7.0
382,24000.0,1,2.0,0,970.0,2,2.0,25,10.0,17.0
383,15000.0,0,1.0,1,700.0,2,2.0,25,0.0,2.0
384,16500.0,2,3.0,1,1150.0,2,3.0,25,2.0,2.0
385,18000.0,2,1.0,0,600.0,2,1.0,25,1.0,3.0
386,18000.0,0,2.0,1,1200.0,2,2.0,25,1.0,3.0
387,13000.0,1,2.0,2,972.0,2,3.0,25,2.0,8.0
388,22000.0,2,2.0,1,1200.0,1,3.0,71,2.0,4.0
389,27000.0,0,2.0,0,1055.0,0,2.0,25,19.0,19.0
390,19000.0,0,4.0,0,1200.0,0,3.0,25,9.0,20.0
391,25000.0,1,3.0,1,1670.0,0,3.0,25,6.0,11.0
392,38000.0,2,2.0,0,987.0,0,2.0,14,5.0,8.0
393,11000.0,1,1.0,1,1200.0,3,2.0,25,1.0,1.0
394,23000.0,0,3.0,1,1200.0,0,3.0,25,5.0,7.0
395,20000.0,0,2.0,1,850.0,0,2.0,14,0.0,2.0
396,20000.0,2,3.0,1,1570.0,0,3.0,14,1.0,1.0
397,18000.0,1,2.0,1,1200.0,0,2.0,25,8.0,22.0
398,20000.0,1,3.0,1,1691.0,0,3.0,25,0.0,12.0
399,45000.0,0,5.0,0,1200.0,3,4.0,14,0.0,1.0
400,35000.0,0,3.0,1,1200.0,0,2.0,25,4.0,7.0
401,30000.0,1,3.0,2,1600.0,0,3.0,25,2.0,14.0
