,price,furnishing,bathrooms,tenant preferred,carpet area,House,BHK,place,floor_number,total_floors
402,22500.0,1,2.0,0,1200.0,3,3.0,71,2.0,7.0
403,16000.0,0,1.0,1,750.0,0,1.0,14,4.0,5.0
404,20000.0,2,3.0,1,1500.0,0,3.0,71,12.0,18.0
405,13000.0,1,1.0,0,1200.0,0,1.0,14,2.0,2.0
406,55000.0,0,4.0,0,1200.0,0,3.0,25,7.0,10.0
407,16500.0,1,2.0,0,1200.0,1,2.0,25,1.0,3.0
408,28000.0,1,3.0,0,1200.0,0,3.0,25,1.0,17.0
409,28000.0,0,3.0,1,1200.0,0,3.0,25,3.0,12.0
410,27000.0,0,3.0,0,1200.0,0,3.0,25,1.0,11.0
411,17000.0,0,1.0,1,1200.0,0,1.0,25,1.0,3.0
412,24000.0,1,3.0,0,1450.0,3,3.0,14,1.0,2.0
413,20000.0,1,2.0,0,1200.0,0,2.0,25,7.0,15.0
414,20000.0,1,3.0,1,1691.0,0,3.0,25,2.0,7.0
415,35000.0,0,2.0,1,1200.0,0,3.0,14,2.0,9.0
416,59000.0,0,2.0,1,2040.0,0,3.0,25,7.0,14.0
417,42000.0,0,3.0,1,1400.0,0,3.0,25,7.0,12.0
418,25000.0,1,3.0,1,1200.0,0,3.0,71,4.0,10.0
419,35000.0,1,2.0,1,1200.0,0,3.0,25,2.0,7.0
420,22000.0,0,3.0,0,1200.0,0,3.0,25,5.0,7.0
421,36000.0,0,2.0,1,1200.0,0,2.0,25,4.0,7.0
422,15000.0,0,2.0,1,1200.0,3,2.0,25,2.0,7.0
423,20000.0,0,2.0,1,1200.0,0,3.0,14,10.0,12.0
424,15000.0,0,2.0,1,750.0,0,2.0,25,12.0,14.0
425,20000.0,2,3.0,1,1200.0,1,3.0,14,1.0,5.0
426,20000.0,0,2.0,1,1200.0,0,2.0,25,3.0,15.0
427,30000.0,2,2.0,1,1200.0,3,2.0,25,2.0,7.0
428,45000.0,1,3.0,0,1200.0,0,3.0,25,5.0,15.0
429,18000.0,2,1.0,1,1200.0,3,1.0,25,2.0,7.0
430,40000.0,1,3.0,1,1200.0,0,3.0,25,7.0,19.0
431,20000.0,1,2.0,1,1200.0,3,3.0,25,1.0,2.0
432,30000.0,0,4.0,1,1800.0,3,3.0,25,2.0,7.0
433,25000.0,1,2.0,1,1200.0,0,2.0,61,12.0,18.0
434,30000.0,0,4.0,1,1200.0,0,3.0,25,5.0,10.0
435,12000.0,2,3.0,1,1200.0,3,3.0,14,2.0,7.0
437,15000.0,1,2.0,1,1200.0,2,2.0,25,2.0,6.0
438,15500.0,0,1.0,1,550.0,2,1.0,25,2.0,4.0
439,22500.0,0,2.0,1,1000.0,3,3.0,26,1.0,2.0
440,28000.0,2,2.0,1,900.0,2,2.0,33,1.0,3.0
441,80000.0,0,4.0,1,2000.0,2,3.0,40,24.0,25.0
442,55000.0,0,4.0,0,2250.0,2,3.0,33,11.0,19.0
443,90000.0,0,4.0,1,1900.0,2,3.0,40,10.0,26.0
444,55000.0,0,3.0,2,1900.0,2,3.0,40,6.0,15.0
445,14000.0,2,2.0,1,1200.0,3,2.0,40,1.0,1.0
446,15000.0,1,2.0,1,1050.0,2,2.0,33,2.0,2.0
447,20000.0,1,2.0,1,1306.0,2,2.0,33,2.0,2.0
448,38000.0,0,3.0,1,1500.0,2,3.0,50,4.0,12.0
449,22000.0,0,2.0,1,1200.0,3,2.0,25,1.0,1.0
450,21000.0,1,2.0,1,750.0,2,2.0,33,0.0,2.0
451,20000.0,1,3.0,0,1000.0,2,3.0,25,0.0,3.0
452,90000.0,1,4.0,1,2000.0,2,3.0,40,14.0,25.0
453,22000.0,1,3.0,1,1200.0,0,3.0,63,4.0,8.0
454,68000.0,0,2.0,1,1200.0,2,3.0,25,2.0,15.0
455,48000.0,0,3.0,1,1200.0,0,3.0,25,5.0,23.0
456,35000.0,0,3.0,1,1200.0,0,3.0,68,1.0,11.0
457,30000.0,1,3.0,1,1200.0,0,3.0,33,3.0,15.0
458,40000.0,0,4.0,1,1200.0,0,3.0,26,0.0,3.0
459,29000.0,0,4.0,1,1200.0,0,3.0,33,7.0,11.0
460,12508.0,1,2.0,1,1200.0,3,2.0,56,2.0,7.0
461,11000.0,2,2.0,1,1200.0,3,2.0,36,1.0,1.0
462,14000.0,0,1.0,0,800.0,0,2.0,35,0.0,2.0
463,35000.0,1,5.0,0,1800.0,3,5.0,45,1.0,2.0
464,22000.0,0,2.0,0,1250.0,0,3.0,39,11.0,17.0
465,15000.0,1,3.0,1,1200.0,3,3.0,70,0.0,1.0
466,13000.0,1,2.0,1,1200.0,0,1.0,15,2.0,7.0
467,9000.0,2,2.0,2,1200.0,5,3.0,24,2.0,7.0
468,15000.0,2,2.0,1,1200.0,0,2.0,33,2.0,3.0
469,45000.0,0,3.0,0,1200.0,0,3.0,59,10.0,13.0
470,10000.0,1,1.0,1,1200.0,1,2.0,69,1.0,2.0
471,20000.0,1,3.0,2,1200.0,0,3.0,22,2.0,13.0
472,14000.0,2,2.0,2,750.0,0,2.0,27,0.0,2.0
473,70000.0,0,5.0,1,1200.0,0,4.0,40,15.0,16.0
474,18500.0,2,4.0,1,1400.0,3,4.0,36,1.0,2.0
475,20000.0,0,2.0,1,1200.0,3,2.0,43,1.0,1.0
476,16000.0,1,2.0,1,1200.0,3,2.0,21,1.0,3.0
477,150000.0,1,3.0,1,1200.0,3,3.0,7,1.0,2.0
478,3500.0,0,1.0,1,1200.0,1,1.0,27,1.0,3.0
479,9900.0,1,1.0,1,1200.0,1,1.0,18,2.0,7.0
480,32000.0,0,2.0,1,850.0,0,2.0,44,2.0,2.0
481,15000.0,1,2.0,1,1200.0,5,3.0,3,2.0,7.0
482,30000.0,0,4.0,1,1900.0,0,4.0,33,5.0,5.0
483,36000.0,1,2.0,1,1200.0,0,2.0,14,1.0,9.0
484,21000.0,1,2.0,1,1400.0,3,2.0,33,2.0,7.0
485,25000.0,1,4.0,1,1200.0,3,4.0,62,2.0,7.0
486,40000.0,0,4.0,1,1700.0,0,3.0,33,2.0,15.0
487,16000.0,2,2.0,2,1200.0,3,3.0,67,2.0,7.0
488,22000.0,0,3.0,2,1480.0,0,3.0,71,1.0,18.0
489,38000.0,0,3.0,1,1200.0,0,3.0,25,16.0,20.0
490,30000.0,0,1.0,0,720.0,0,1.0,33,12.0,12.0
491,45000.0,0,3.0,1,1200.0,0,3.0,40,10.0,14.0
492,50000.0,0,3.0,1,2200.0,0,3.0,57,6.0,13.0
493,24000.0,1,2.0,0,970.0,0,2.0,25,10.0,17.0
494,4500.0,0,1.0,1,1200.0,3,1.0,66,2.0,7.0
495,15000.0,2,3.0,1,1116.0,3,3.0,33,2.0,7.0
496,11000.0,2,2.0,1,850.0,0,2.0,44,2.0,2.0
497,15000.0,0,1.0,0,400.0,0,1.0,59,0.0,3.0
498,16000.0,2,3.0,1,1800.0,5,3.0,33,2.0,7.0
499,15000.0,0,1.0,1,700.0,0,2.0,25,0.0,2.0
500,20000.0,1,2.0,1,1100.0,0,2.0,62,3.0,14.0
501,20000.0,0,2.0,0,1000.0,0,3.0,22,4.0,4.0
502,30000.0,1,5.0,1,1200.0,3,5.0,28,1.0,2.0
503,15000.0,1,4.0,1,1600.0,0,3.0,1,7.0,14.0
504,30000.0,0,3.0,1,950.0,0,2.0,22,2.0,2.0
505,16500.0,2,3.0,1,1150.0,1,3.0,14,2.0,2.0
506,32000.0,0,2.0,1,1400.0,0,3.0,33,9.0,12.0
507,11000.0,2,1.0,1,1200.0,3,2.0,39,2.0,7.0
508,8000.0,1,1.0,1,1200.0,3,1.0,42,2.0,7.0
509,16000.0,1,2.0,1,840.0,0,2.0,59,8.0,13.0
510,42000.0,0,3.0,1,1200.0,5,3.0,64,2.0,7.0
511,15000.0,0,1.0,1,1200.0,1,1.0,68,1.0,6.0
512,18000.0,2,1.0,0,600.0,0,1.0,14,1.0,3.0
513,19000.0,2,2.0,1,850.0,0,2.0,31,0.0,3.0
514,13000.0,1,2.0,2,972.0,0,3.0,25,2.0,8.0
515,20000.0,0,2.0,1,1200.0,1,2.0,68,4.0,4.0
516,50000.0,0,4.0,1,1750.0,0,3.0,22,5.0,12.0
517,20000.0,1,3.0,1,1200.0,1,3.0,23,0.0,2.0
518,25000.0,1,2.0,1,900.0,0,2.0,33,6.0,26.0
519,18000.0,1,2.0,1,1200.0,3,2.0,33,1.0,1.0
520,72000.0,0,3.0,0,1200.0,0,3.0,40,14.0,26.0
521,17500.0,1,2.0,1,1200.0,1,2.0,15,2.0,7.0
522,30000.0,1,2.0,1,1200.0,0,2.0,22,2.0,14.0
523,38000.0,0,3.0,1,1850.0,0,3.0,32,8.0,18.0
524,65000.0,0,5.0,2,2700.0,5,4.0,69,2.0,7.0
525,20000.0,2,3.0,1,1200.0,3,3.0,59,0.0,2.0
526,25000.0,1,2.0,1,1200.0,0,3.0,25,2.0,7.0
527,13000.0,2,2.0,1,1200.0,0,2.0,33,1.0,2.0
528,45000.0,0,5.0,1,2800.0,5,5.0,33,2.0,7.0
529,18000.0,1,3.0,1,1200.0,0,3.0,22,5.0,19.0
530,20000.0,1,3.0,1,1200.0,0,3.0,62,2.0,2.0
531,25000.0,0,2.0,1,1350.0,0,2.0,59,12.0,14.0
532,20000.0,1,3.0,1,1200.0,3,3.0,51,2.0,2.0
533,14500.0,0,1.0,0,500.0,0,1.0,1,19.0,22.0
534,16000.0,2,2.0,1,1200.0,3,2.0,59,1.0,2.0
535,12000.0,0,1.0,1,1200.0,3,1.0,17,1.0,2.0
536,8000.0,0,1.0,1,1200.0,3,1.0,19,1.0,2.0
537,8000.0,2,1.0,1,1200.0,3,1.0,21,2.0,7.0
538,16000.0,1,2.0,0,1000.0,3,3.0,49,2.0,7.0
539,29500.0,0,2.0,1,968.0,0,2.0,13,15.0,17.0
540,10000.0,0,1.0,1,1200.0,3,1.0,26,2.0,7.0
541,43000.0,2,3.0,0,1200.0,0,3.0,40,4.0,13.0
542,400000.0,2,1.0,0,1200.0,3,2.0,17,2.0,7.0
543,12000.0,1,1.0,0,2.0,3,1.0,16,0.0,1.0
544,35000.0,0,3.0,1,1200.0,0,3.0,59,10.0,15.0
545,15000.0,1,2.0,2,700.0,0,2.0,22,5.0,5.0
546,20000.0,1,2.0,1,1200.0,0,2.0,40,3.0,11.0
547,19000.0,2,3.0,0,1300.0,3,3.0,55,0.0,2.0
548,13000.0,2,2.0,1,650.0,0,2.0,50,2.0,2.0
549,15000.0,1,2.0,2,1200.0,3,2.0,15,2.0,7.0
550,20000.0,1,3.0,1,1200.0,3,3.0,33,2.0,7.0
551,9500.0,2,2.0,2,1200.0,5,2.0,26,2.0,7.0
552,9000.0,1,2.0,1,1200.0,1,2.0,49,0.0,3.0
553,13000.0,1,3.0,1,1200.0,0,3.0,33,1.0,8.0
554,10000.0,0,1.0,1,1200.0,3,1.0,33,2.0,7.0
555,8000.0,1,1.0,1,1200.0,3,1.0,42,1.0,3.0
556,6000.0,2,1.0,1,1200.0,3,2.0,35,1.0,1.0
557,20000.0,1,3.0,1,1200.0,1,3.0,59,0.0,3.0
558,15000.0,0,1.0,1,1200.0,3,1.0,5,1.0,2.0
559,14000.0,2,2.0,0,1000.0,1,2.0,15,1.0,2.0
561,31000.0,2,2.0,1,1254.0,0,2.0,22,8.0,18.0
562,75000.0,0,4.0,2,1574.0,0,3.0,40,15.0,25.0
563,10000.0,1,1.0,1,1200.0,3,1.0,25,1.0,3.0
564,32000.0,0,2.0,1,1200.0,0,2.0,14,7.0,9.0
565,35000.0,1,3.0,1,1540.0,0,3.0,62,4.0,10.0
566,30000.0,1,3.0,1,1200.0,0,3.0,22,3.0,15.0
567,9000.0,1,1.0,1,1200.0,3,1.0,33,2.0,7.0
568,20000.0,0,3.0,1,1800.0,1,3.0,1,3.0,22.0
569,17500.0,1,2.0,1,1200.0,1,2.0,15,2.0,3.0
570,48000.0,0,4.0,1,1200.0,0,4.0,62,7.0,11.0
571,16500.0,0,2.0,1,700.0,1,2.0,1,3.0,5.0
572,40000.0,1,4.0,1,1730.0,0,3.0,61,6.0,13.0
573,10000.0,0,1.0,0,1200.0,0,1.0,1,2.0,7.0
574,90000.0,0,4.0,1,1900.0,0,3.0,40,13.0,25.0
575,38000.0,0,3.0,1,1200.0,0,3.0,50,4.0,12.0
